text,label
配置不够到位：灯光晚上太暗了，油箱相比油耗太小了些，钥匙和加油盖也太原始了，其它所以有点科技含量的配置就不说了。。。,消极
发动机转速比较高，隔音不是很好，总感觉有时候声音较大。,消极
讲真空间真的有点小，前排坐人标轴后面基本没法坐170以上的人。不过平时也是两口人用，倒是不会有太大的影响。最重要的一点，竟然没有后排放倒。。。看在利用率低的份上倒也罢了。家里的第二辆车能满足基本需求。,消极
这个车的动力非常的好，将近六米的车身但是一点也没有感觉到笨重，动力可以说是随叫随到，越野能力也非常出色无论是穿越还是玩沙漠，雪地表现也非常好的。,积极
后排空间小,消极
起步动力有点弱，注意是“起步”。,消极
外观内饰空间等等,积极
底盘，还是底盘。就是冲着雪铁龙优异的行驶质感来的，而这行驶质感，是有很多方面造就的，底盘是最重要的一点；,积极
我提的是2.0t自精版，最喜欢的就是1、空间大，拉7个人轻轻松松，后备箱还可以放货；2、坐姿高，舒服，开长途不累；3、高速上很稳，150以下没有发飘的感觉；4、只要你舍得给油，他就敢给你推背加速。,积极
没有电动尾门，副驾手动调节,消极
这个价格居然不是b级车，和家里的雅阁价钱差不多，不管是空间还是静音都差好多，车身太重，在堵车和红绿灯多的情况下耗电太多,消极
储物空间设计不方便，前大灯不给力，后排座椅没中间头枕且不能放倒，非全尺寸备胎。,消极
汽车隔音一般。车身皮薄。,消极
3万多公里，变速箱压盘又出毛病了，这是第二个了。再说我也不是新手，来十多年了，我的箱货6年了，也没处过这毛病啊！,消极
内饰做工稍差！用料还可以，就是有些地方做工略显粗糙。,消极
膈音效果不是特别好如果加强点膈音效果感觉应该非常不错,消极
"外观,内饰,动力性,空间",积极
这个价位的车连个倒车影像都要自己另加真坑爹,消极
"最满意的就是圆了儿时梦想，有了一台马六,希望它能承载着梦想一路前进。",积极
车漆太软司机坐椅背不好车胎声大但比较耐磨,消极
车速在40～50左右的时候会有些抖动的感觉。然后就是太长了,消极
就问这个价格。什么配置？什么内饰？,消极
有铝轮毂，天窗，大空间，霸气的前脸，大储物格，5万的价格，都不错！,积极
最满意当然还是外观了，霸气威武,积极
省油外观也挺适合年轻人的电动助力方向盘很轻易很适合女士开2-3小时一点也不累后排也挺出众的一家五口绝对够用大大的给点个赞,积极
拉送货多。空间大，油低。,积极
车漆车漆车漆车漆车漆车漆钣金钣金钣金钣金钣金钣金,消极
综合油耗16l，市区占比大约90%，比较高，而且只能加97，走过一次短途的高速，高速平均油耗，在坐满5个人的情况下能到12l左右，总体来说将将能接受。,消极
1，安全配置不够到位，侧面、腿部保护不太到位，主动安全保护方面无主动刹车装置。2，作为1.5t的顶配，全景影像缺失，没有前置摄像头，对于新手停车不便。3，互联网功能滞后。,消极
空调噪音大，低配没有多功能方向盘,消极
驾驶过程中很轻松，舒适。,积极
动力吧，车子这么大，2.0的排量在起步的时候感觉不够用。,消极
外观像五菱宏光，可以说是五菱宏光的翻版，外观设计还没有摆脱这个类型车型的常规思路。,消极
价格便宜配置高空间大,积极
油耗中和的油耗算下来大概在10到11哥油,消极
没有出现什么大问题就是最满意的。,积极
空间很大，,积极
油耗，1.3的居然还7.8的油耗,消极
很不错，基本就是前排坐人，后排忽略~！,积极
回头率太高。,消极
外形大爱啊，都没有关注过这款车，转进4s店一眼就喜欢上了，没有补习直接订车！,积极
40万买到一个80万的路虎,积极
多说几句吧：1、动力强劲、隔音效果好；2、真皮内饰，还不错；3、装b功能挺多，实用性一般，比如迎宾灯，电动后备箱...4、高速挺稳，比以前那个肉车强多了；,积极
外观霸气，动力强劲，音响震撼，,积极
胎噪感觉大了点，尤其是后座位置,消极
前排要找个地方放手机都很难，只能占用杯架；堵车时候时速15-25之间如果再遇到下坡路，顿挫感会比较明显，有一拽一拽的感觉；后排中间凸起有点高,消极
后排空间太窄，空调无后排出风口！,消极
最不满意的话，应该是变数箱吧，降档没有那么迅速，大油门才会响应快点。不过比较喜欢大油门涡轮介入的那种推背感。,消极
外观，动力，坐姿高人性化电动尾门侧移门，无钥匙进入系统，后来还有人性化的usb充电插口总之挺人性化的,积极
谢谢！,积极
内饰稍微差一点，国产车的通病,消极
后排空间和后备箱较小；山路爬坡稍感吃力。,消极
最喜欢的当然是外观和动力。不过2016款得内部也做的非常好了。不管是中控还是天窗。定速巡航也都有。,积极
